videoId,title,thumbnail_url,viewCount,view_bin
al7nXRMY5Rc,비트코인 배 걸고 포기하고 잤더니 생긴 일 shorts,https://i.ytimg.com/vi/al7nXRMY5Rc/hqdefault.jpg,3577108,1000000~10000000
cZ6Bf7-KwbY,워런 버핏과 슈카가 코인을 안 하는 이유경제유튜버 슈카유민상의 배고픈 라디오,https://i.ytimg.com/vi/cZ6Bf7-KwbY/hqdefault.jpg,3189304,1000000~10000000
FpUNOFCHoXM,코인으로 욕심부리면 위험한 이유,https://i.ytimg.com/vi/FpUNOFCHoXM/hqdefault.jpg,5197578,1000000~10000000
PErypL6vQlQ,초소형 비트코인 채굴기 하루에 얼마 나오나 봅시다,https://i.ytimg.com/vi/PErypL6vQlQ/hqdefault.jpg,3681067,1000000~10000000
UwNfnsrXY1Y,요즘 비트코인 근황,https://i.ytimg.com/vi/UwNfnsrXY1Y/hqdefault.jpg,2494612,1000000~10000000
MUFA-j9JMmI,비트코인 배 걸었더니 천만 원이 억이 되는 미친 돈 복사,https://i.ytimg.com/vi/MUFA-j9JMmI/hqdefault.jpg,1985383,1000000~10000000
6_7MYm_mS1Y,가상화폐 테더의 실체,https://i.ytimg.com/vi/6_7MYm_mS1Y/hqdefault.jpg,916304,500000~1000000
FFvTTw2N4k4,한남더힐 팔아서 비트코인 산 근황shorts,https://i.ytimg.com/vi/FFvTTw2N4k4/hqdefault.jpg,961946,500000~1000000
H_3EwlIpa2w,비트코인 트레이딩 이 정도면 상위 몇,https://i.ytimg.com/vi/H_3EwlIpa2w/hqdefault.jpg,925655,500000~1000000
9gK7qxALxFA,비트코인 무조건 사야 하는 이유 비트코인 화폐의 미래,https://i.ytimg.com/vi/9gK7qxALxFA/hqdefault.jpg,844439,500000~1000000
YyGXhegKP0w,도지코인 만원 투자했다면,https://i.ytimg.com/vi/YyGXhegKP0w/hqdefault.jpg,653929,500000~1000000
_DjAsULkxvc,리또속 리플에 또 속아 비트코인 shorts 리플,https://i.ytimg.com/vi/_DjAsULkxvc/hqdefault.jpg,687778,500000~1000000
bMv94sDmzp4,코인락커에 사는 일본여자 발견,https://i.ytimg.com/vi/bMv94sDmzp4/hqdefault.jpg,909741,500000~1000000
gtaUQN5NMOI,월 만원씩 반드시 비트코인 사 모으세요 곽수종 박사,https://i.ytimg.com/vi/gtaUQN5NMOI/hqdefault.jpg,617933,500000~1000000
